"TCGA-DW-5560"	"TCGA-DW-7842"	"TCGA-A4-7288"	"TCGA-A4-A48D"	"TCGA-2Z-A9J8"	"TCGA-DW-7841"	"TCGA-B3-4104"	"TCGA-O9-A75Z"	"TCGA-BQ-5892"	"TCGA-MH-A857"	"TCGA-BQ-7056"	"TCGA-DW-7834"	"TCGA-BQ-7046"	"TCGA-DZ-6134"	"TCGA-A4-7734"	"TCGA-BQ-7058"	"TCGA-B9-5155"	"TCGA-DW-7839"	"TCGA-SX-A7SP"	"TCGA-MH-A55Z"	"TCGA-B9-A44B"	"TCGA-BQ-5888"	"TCGA-DW-7837"	"TCGA-AL-3468"	"TCGA-DW-7838"	"TCGA-Q2-A5QZ"	"TCGA-MH-A854"	"TCGA-A4-A5XZ"	"TCGA-BQ-5880"	"TCGA-GL-A9DC"	"TCGA-B9-4617"	"TCGA-5P-A9JW"	"TCGA-Y8-A898"	"TCGA-A4-7585"	"TCGA-EV-5903"	"TCGA-BQ-7059"	"TCGA-B1-A654"	"TCGA-GL-A4EM"	"TCGA-UZ-A9PM"	"TCGA-UZ-A9Q0"	"TCGA-SX-A7SU"	"TCGA-BQ-5881"	"TCGA-2Z-A9JI"	"TCGA-BQ-7061"	"TCGA-J7-6720"	"TCGA-HE-7130"	"TCGA-AL-3472"	"TCGA-AL-3467"	"TCGA-P4-A5EA"	"TCGA-BQ-5883"	"TCGA-UZ-A9PV"	"TCGA-2Z-A9J3"	"TCGA-BQ-7060"	"TCGA-V9-A7HT"	"TCGA-A4-7732"	"TCGA-2Z-A9JO"	"TCGA-P4-AAVM"	"TCGA-A4-A5Y1"	"TCGA-DZ-6131"	"TCGA-F9-A4JJ"	"TCGA-BQ-7050"	"TCGA-4A-A93W"	"TCGA-B3-3925"	"TCGA-BQ-5875"	"TCGA-B1-A656"	"TCGA-A4-A4ZT"	"TCGA-5P-A9KF"	"TCGA-SX-A71V"	"TCGA-P4-A5E8"	"TCGA-UZ-A9PK"	"TCGA-2Z-A9JR"	"TCGA-A4-8098"	"TCGA-2Z-A9J2"	"TCGA-B9-A69E"	"TCGA-B9-A5W9"	"TCGA-BQ-7051"	"TCGA-IZ-8195"	"TCGA-A4-8518"	"TCGA-Y8-A896"	"TCGA-UZ-A9PJ"	"TCGA-DZ-6133"	"TCGA-BQ-7048"	"TCGA-J7-A8I2"	"TCGA-2Z-A9JD"	"TCGA-BQ-5878"	"TCGA-G7-7502"	"TCGA-2Z-A9JG"	"TCGA-IA-A83V"	"TCGA-IA-A83T"	"TCGA-UZ-A9PU"	"TCGA-HE-A5NL"	"TCGA-A4-8311"	"TCGA-GL-7966"	"TCGA-DW-7840"	"TCGA-B1-A47M"	"TCGA-B1-5398"	"TCGA-J7-8537"	"TCGA-BQ-5894"	"TCGA-B3-A6W5"	"TCGA-2Z-A9JN"	"TCGA-UZ-A9Q1"	"TCGA-Y8-A8S1"	"TCGA-IA-A40X"	"TCGA-A4-8312"	"TCGA-B9-A8YH"	"TCGA-5P-A9KA"	"TCGA-5P-A9K0"	"TCGA-G7-6795"	"TCGA-IA-A40Y"	"TCGA-GL-8500"	"TCGA-UZ-A9PR"	"TCGA-B3-4103"	"TCGA-5P-A9JU"	"TCGA-F9-A7Q0"	"TCGA-HE-A5NF"	"TCGA-2Z-A9JQ"	"TCGA-5P-A9KC"	"TCGA-5P-A9JY"	"TCGA-UZ-A9PO"	"TCGA-GL-6846"	"TCGA-Y8-A8RZ"	"TCGA-Y8-A894"	"TCGA-G7-7501"	"TCGA-IZ-8196"	"TCGA-B9-4117"	"TCGA-MH-A855"	"TCGA-A4-8310"	"TCGA-A4-7286"	"TCGA-IZ-A6M8"	"TCGA-SX-A7SQ"	"TCGA-F9-A8NY"	"TCGA-AL-3466"	"TCGA-SX-A7SS"	"TCGA-AL-7173"	"TCGA-B9-4115"	"TCGA-5P-A9JZ"	"TCGA-B9-7268"	"TCGA-WN-AB4C"	"TCGA-Y8-A8S0"	"TCGA-5P-A9K8"	"TCGA-BQ-5879"	"TCGA-A4-7583"	"TCGA-UZ-A9PZ"	"TCGA-HE-A5NI"	"TCGA-A4-A57E"	"TCGA-2Z-A9J5"	"TCGA-KV-A6GD"	"TCGA-SX-A71U"	"TCGA-B9-A5W7"	"TCGA-G7-A8LE"	"TCGA-AL-A5DJ"	"TCGA-G7-A8LC"	"TCGA-A4-A7UZ"	"TCGA-Y8-A897"	"TCGA-BQ-7044"	"TCGA-A4-A6HP"	"TCGA-P4-A5ED"	"TCGA-2Z-A9JM"	"TCGA-BQ-5876"	"TCGA-UZ-A9PN"	"TCGA-PJ-A5Z8"	"TCGA-MH-A55W"	"TCGA-A4-A5Y0"	"TCGA-BQ-7045"	"TCGA-G7-6797"	"TCGA-B3-3926"	"TCGA-SX-A7SL"	"TCGA-AT-A5NU"	"TCGA-5P-A9KE"	"TCGA-B1-7332"	"TCGA-P4-AAVL"	"TCGA-A4-7828"	"TCGA-5P-A9KH"	"TCGA-MH-A562"	"TCGA-G7-6792"	"TCGA-SX-A7SM"	"TCGA-G7-6796"	"TCGA-2Z-A9J6"	"TCGA-B9-4116"	"TCGA-5P-A9K3"	"TCGA-BQ-5877"	"TCGA-IA-A83W"	"TCGA-2Z-A9JJ"	"TCGA-SX-A7SO"	"TCGA-UZ-A9PS"	"TCGA-GL-A9DD"	"TCGA-IA-A40U"	"TCGA-GL-7773"	"TCGA-GL-A9DE"	"TCGA-A4-7915"	"TCGA-SX-A71W"	"TCGA-KV-A74V"	"TCGA-GL-A59R"	"TCGA-BQ-5893"	"TCGA-2K-A9WE"	"TCGA-F9-A97G"	"TCGA-WN-A9G9"	"TCGA-HE-A5NJ"	"TCGA-BQ-5882"	"TCGA-DZ-6132"	"TCGA-B9-A8YI"	"TCGA-G7-A4TM"	"TCGA-Y8-A8RY"	"TCGA-HE-A5NH"	"TCGA-AL-3473"	"TCGA-P4-A5EB"	"TCGA-SX-A71R"	"TCGA-MH-A560"	"TCGA-A4-A5DU"	"TCGA-G7-A8LB"	"TCGA-BQ-5885"	"TCGA-4A-A93Y"	"TCGA-A4-7996"	"TCGA-2Z-A9J7"	"TCGA-5P-A9K6"	"TCGA-P4-A5E7"	"TCGA-2Z-A9JK"	"TCGA-BQ-5891"	"TCGA-A4-A772"	"TCGA-HE-7128"	"TCGA-4A-A93X"	"TCGA-MH-A561"	"TCGA-B9-4114"	"TCGA-BQ-5890"	"TCGA-EV-5902"	"TCGA-BQ-5886"	"TCGA-DW-7836"	"TCGA-BQ-7055"	"TCGA-B1-A47O"	"TCGA-BQ-7049"	"TCGA-A4-7584"	"TCGA-DW-5561"	"TCGA-SX-A7SR"	"TCGA-G7-6793"	"TCGA-GL-A59T"	"TCGA-UZ-A9PP"	"TCGA-PJ-A5Z9"	"TCGA-A4-7997"	"TCGA-B9-5156"	"TCGA-BQ-5887"	"TCGA-HE-7129"	"TCGA-BQ-7053"	"TCGA-B9-4113"	"TCGA-BQ-5889"	"TCGA-MH-A856"	"TCGA-B1-A655"	"TCGA-F9-A7VF"	"TCGA-B1-A657"	"TCGA-BQ-7062"	"TCGA-IA-A83S"	"TCGA-DZ-6135"	"TCGA-5P-A9K2"	"TCGA-SX-A7SN"	"TCGA-G7-6789"	"TCGA-P4-A5E6"	"TCGA-UN-AAZ9"	"TCGA-2Z-A9J1"	"TCGA-KV-A6GE"	"TCGA-G7-A8LD"	"TCGA-G7-6790"	"TCGA-UZ-A9PL"	"TCGA-B3-8121"	"TCGA-Y8-A895"	"TCGA-IZ-A6M9"	"TCGA-A4-8517"	"TCGA-A4-8515"	"TCGA-HE-A5NK"	"TCGA-EV-5901"	"TCGA-B9-A5W8"	"TCGA-UZ-A9PX"	"TCGA-A4-8630"	"TCGA-A4-7287"	"TCGA-2Z-A9JS"	"TCGA-BQ-5884"	"TCGA-SX-A71S"	"TCGA-B1-A47N"
"CHD4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149653680303819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263254393618025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0651479641037518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PLK1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146086765752486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0687718371110907	0	0	0	0	0
"PDCD11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145914528228859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MDC1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139121615463929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291647717912993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035492391362158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0245411389155044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FANCI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126158060006559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020195745414685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRCA2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124206747328027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281592421528532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0347464442314867	0	0	0	0	0	0	0	0.0141084818631254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181451832942941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336878321773402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IGF2R"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106744522831557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0465720368822142	0	0	0	0	0	0	0	0	0.029094371522017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0737748799148346	0	0	0	0	0	0.0297851684515998	0	0	0.0121278453288099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0296331400855111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0320569338387403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MRPL24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105106757323601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EIF4A2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101130276710159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0316284066399165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01317598402173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02300250079592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MELK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100967032409476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PXN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00963305843133731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POLA1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00893181318900492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0250213730974548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNAP25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008429542394206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EEF1D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00827904785350248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MED13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00825671773207302	0	0	0	0.0207279234260645	0	0	0	0	0.0146109274314167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120862926582585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167189577544596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380828348159714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00813075035890668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355116103060877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACIN1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00771027783798315	0	0	0	0	0	0	0	0	0	0.019523873433131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0604940834057874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
